UID,Site,Replicate,Date,Time_Start,Time_End,LatitudeDec,LongitudeDec,CanopyCoverPer,PlantRichness,TreeRichness,VegRichness,PlantShannon,TreeShannon,VegShannon,PlantSimpson,TreeSimpson,VegSimpson,PlantInvSimp,TreeInvSimp,VegInvSimp,PlantEvenness,TreeEvenness,VegEvenness,Species,TotalCounts,PlantCounts,TreeCounts,ThresholdValue_Bottom,ThresholdValue_Top,N_Trees,SampleTime_min,PropTrees_Sampled
S2A,SA,2,2023-07-22,12:14,13:49,40.746933,-73.739342,NA,4,4,8,0.2711893730418441,0,1.6340203634240023,0.14201183431952646,1,0.75665748393021115,1.1655172413793102,Inf,4.10943396226415,0.06779734326046102,0,0.20425254542800028,Maiathemum racemosum,1,1,0,NA,NA,11,95,0.8181818181818182
S2A,SA,2,2023-07-22,12:14,13:49,40.746933,-73.739342,NA,4,4,8,0.2711893730418441,0,1.6340203634240023,0.14201183431952646,1,0.75665748393021115,1.1655172413793102,Inf,4.10943396226415,0.06779734326046102,0,0.20425254542800028,Carya cordiformis,1,1,0,NA,NA,11,95,0.8181818181818182
S2A,SA,2,2023-07-22,12:14,13:49,40.746933,-73.739342,NA,4,4,8,0.2711893730418441,0,1.6340203634240023,0.14201183431952646,1,0.75665748393021115,1.1655172413793102,Inf,4.10943396226415,0.06779734326046102,0,0.20425254542800028,Liquidambar styraciflua,7,0,7,NA,NA,11,95,0.8181818181818182
S2A,SA,2,2023-07-22,12:14,13:49,40.746933,-73.739342,NA,4,4,8,0.2711893730418441,0,1.6340203634240023,0.14201183431952646,1,0.75665748393021115,1.1655172413793102,Inf,4.10943396226415,0.06779734326046102,0,0.20425254542800028,Acer platanoides,1,0,1,NA,NA,11,95,0.8181818181818182
S2A,SA,2,2023-07-22,12:14,13:49,40.746933,-73.739342,NA,4,4,8,0.2711893730418441,0,1.6340203634240023,0.14201183431952646,1,0.75665748393021115,1.1655172413793102,Inf,4.10943396226415,0.06779734326046102,0,0.20425254542800028,Carya tormentosa,1,0,1,NA,NA,11,95,0.8181818181818182
S2A,SA,2,2023-07-22,12:14,13:49,40.746933,-73.739342,NA,4,4,8,0.2711893730418441,0,1.6340203634240023,0.14201183431952646,1,0.75665748393021115,1.1655172413793102,Inf,4.10943396226415,0.06779734326046102,0,0.20425254542800028,Prunus serotina,2,0,2,NA,NA,11,95,0.8181818181818182
U1A,UA,1,2023-06-08,10:25,12:05,40.870772,-73.923439,NA,2,5,6,0,0,1.172993472439513,0,0,0.5333333333333334,1,1,2.1428571428571432,0,0,0.19549891207325218,Acer rubrum,10,1,9,NA,NA,13,100,0.6923076923076923
U1A,UA,1,2023-06-08,10:25,12:05,40.870772,-73.923439,NA,2,5,6,0,0,1.172993472439513,0,0,0.5333333333333334,1,1,2.1428571428571432,0,0,0.19549891207325218,Eurybia divaricata,1,1,0,NA,NA,13,100,0.6923076923076923
U1A,UA,1,2023-06-08,10:25,12:05,40.870772,-73.923439,NA,2,5,6,0,0,1.172993472439513,0,0,0.5333333333333334,1,1,2.1428571428571432,0,0,0.19549891207325218,Fraxinus spp.,1,0,1,NA,NA,13,100,0.6923076923076923
U1A,UA,1,2023-06-08,10:25,12:05,40.870772,-73.923439,NA,2,5,6,0,0,1.172993472439513,0,0,0.5333333333333334,1,1,2.1428571428571432,0,0,0.19549891207325218,Quercus spp.,1,0,1,NA,NA,13,100,0.6923076923076923
U1A,UA,1,2023-06-08,10:25,12:05,40.870772,-73.923439,NA,2,5,6,0,0,1.172993472439513,0,0,0.5333333333333334,1,1,2.1428571428571432,0,0,0.19549891207325218,Prunus serotina,1,0,1,NA,NA,13,100,0.6923076923076923
U1A,UA,1,2023-06-08,10:25,12:05,40.870772,-73.923439,NA,2,5,6,0,0,1.172993472439513,0,0,0.5333333333333334,1,1,2.1428571428571432,0,0,0.19549891207325218,Nyssa sylvatica,1,0,1,NA,NA,13,100,0.6923076923076923
U1B,UB,1,2023-06-10,13:41,15:26,40.904728,-73.892106,NA,3,5,8,0,0,1.7557068289325344,0,0,0.7908428720083247,1,1,4.781094527363184,0,0,0.2194633536165668,Hedera spp.,9,9,0,NA,NA,11,105,0.7272727272727273
U1B,UB,1,2023-06-10,13:41,15:26,40.904728,-73.892106,NA,3,5,8,0,0,1.7557068289325344,0,0,0.7908428720083247,1,1,4.781094527363184,0,0,0.2194633536165668,Viburnum acerifolium,9,9,0,NA,NA,11,105,0.7272727272727273
U1B,UB,1,2023-06-10,13:41,15:26,40.904728,-73.892106,NA,3,5,8,0,0,1.7557068289325344,0,0,0.7908428720083247,1,1,4.781094527363184,0,0,0.2194633536165668,Dicots,2,2,0,NA,NA,11,105,0.7272727272727273
U1B,UB,1,2023-06-10,13:41,15:26,40.904728,-73.892106,NA,3,5,8,0,0,1.7557068289325344,0,0,0.7908428720083247,1,1,4.781094527363184,0,0,0.2194633536165668,Prunus serotina,4,0,4,NA,NA,11,105,0.7272727272727273
U1B,UB,1,2023-06-10,13:41,15:26,40.904728,-73.892106,NA,3,5,8,0,0,1.7557068289325344,0,0,0.7908428720083247,1,1,4.781094527363184,0,0,0.2194633536165668,Carya tomentosa,4,0,4,NA,NA,11,105,0.7272727272727273
U1B,UB,1,2023-06-10,13:41,15:26,40.904728,-73.892106,NA,3,5,8,0,0,1.7557068289325344,0,0,0.7908428720083247,1,1,4.781094527363184,0,0,0.2194633536165668,Quercus alba,1,0,1,NA,NA,11,105,0.7272727272727273
U1B,UB,1,2023-06-10,13:41,15:26,40.904728,-73.892106,NA,3,5,8,0,0,1.7557068289325344,0,0,0.7908428720083247,1,1,4.781094527363184,0,0,0.2194633536165668,Viburnum dilatatum,1,0,1,NA,NA,11,105,0.7272727272727273
U1B,UB,1,2023-06-10,13:41,15:26,40.904728,-73.892106,NA,3,5,8,0,0,1.7557068289325344,0,0,0.7908428720083247,1,1,4.781094527363184,0,0,0.2194633536165668,Carpinus caroliniana,1,0,1,NA,NA,11,105,0.7272727272727273
U1C,UC,1,2023-06-11,13:45,14:59,40.8590573428,-73.9248273495,NA,3,7,8,0,1.0397207708399179,1.9513496062520657,1,0.625,0.8435374149659864,Inf,2.6666666666666665,6.391304347826088,0,0.14853153869141683,0.2439187007815082,Toxicodendron radicans,5,5,0,NA,NA,13,74,0.6153846153846154
U1C,UC,1,2023-06-11,13:45,14:59,40.8590573428,-73.9248273495,NA,3,7,8,0,1.0397207708399179,1.9513496062520657,1,0.625,0.8435374149659864,Inf,2.6666666666666665,6.391304347826088,0,0.14853153869141683,0.2439187007815082,Sambucus spp.,4,2,2,NA,NA,13,74,0.6153846153846154
U1C,UC,1,2023-06-11,13:45,14:59,40.8590573428,-73.9248273495,NA,3,7,8,0,1.0397207708399179,1.9513496062520657,1,0.625,0.8435374149659864,Inf,2.6666666666666665,6.391304347826088,0,0.14853153869141683,0.2439187007815082,Carya spp.,2,1,1,NA,NA,13,74,0.6153846153846154
U1C,UC,1,2023-06-11,13:45,14:59,40.8590573428,-73.9248273495,NA,3,7,8,0,1.0397207708399179,1.9513496062520657,1,0.625,0.8435374149659864,Inf,2.6666666666666665,6.391304347826088,0,0.14853153869141683,0.2439187007815082,Quercus spp.,2,0,2,NA,NA,13,74,0.6153846153846154
U1C,UC,1,2023-06-11,13:45,14:59,40.8590573428,-73.9248273495,NA,3,7,8,0,1.0397207708399179,1.9513496062520657,1,0.625,0.8435374149659864,Inf,2.6666666666666665,6.391304347826088,0,0.14853153869141683,0.2439187007815082,"Ulmus spp,",3,0,3,NA,NA,13,74,0.6153846153846154
U1C,UC,1,2023-06-11,13:45,14:59,40.8590573428,-73.9248273495,NA,3,7,8,0,1.0397207708399179,1.9513496062520657,1,0.625,0.8435374149659864,Inf,2.6666666666666665,6.391304347826088,0,0.14853153869141683,0.2439187007815082,Viburnum acerifolium,3,0,3,NA,NA,13,74,0.6153846153846154
U1C,UC,1,2023-06-11,13:45,14:59,40.8590573428,-73.9248273495,NA,3,7,8,0,1.0397207708399179,1.9513496062520657,1,0.625,0.8435374149659864,Inf,2.6666666666666665,6.391304347826088,0,0.14853153869141683,0.2439187007815082,Liriodendron tulipifera,1,0,1,NA,NA,13,74,0.6153846153846154
U1C,UC,1,2023-06-11,13:45,14:59,40.8590573428,-73.9248273495,NA,3,7,8,0,1.0397207708399179,1.9513496062520657,1,0.625,0.8435374149659864,Inf,2.6666666666666665,6.391304347826088,0,0.14853153869141683,0.2439187007815082,Magnolia virgiana,1,0,1,NA,NA,13,74,0.6153846153846154
